ticket_id,n_events,n_status_changes,reopened_from_log
TCK-002149,3,2,0
TCK-002150,3,2,0
TCK-002151,3,2,0
TCK-002152,3,2,0
TCK-002153,3,2,0
TCK-002154,3,2,0
TCK-002155,3,2,0
TCK-002156,3,2,0
TCK-002157,3,2,0
TCK-002158,4,3,1
TCK-002159,3,2,0
TCK-002160,4,3,1
TCK-002161,3,2,0
TCK-002162,4,3,1
TCK-002163,3,2,0
TCK-002164,3,2,0
TCK-002165,3,2,0
TCK-002166,3,2,0
TCK-002167,4,3,1
TCK-002168,3,2,0
TCK-002169,3,2,0
TCK-002170,3,2,0
TCK-002171,3,2,0
TCK-002172,3,2,0
TCK-002173,3,2,0
TCK-002174,3,2,0
TCK-002175,3,2,0
TCK-002176,3,2,0
TCK-002177,3,2,0
TCK-002178,3,2,0
TCK-002179,3,2,0
TCK-002180,4,3,1
TCK-002181,3,2,0
TCK-002182,3,2,0
TCK-002183,3,2,0
TCK-002184,4,3,1
TCK-002185,3,2,0
TCK-002186,3,2,0
TCK-002187,3,2,0
TCK-002188,3,2,0
TCK-002189,3,2,0
TCK-002190,3,2,0
TCK-002191,3,2,0
TCK-002192,3,2,0
TCK-002193,4,3,1
TCK-002194,3,2,0
TCK-002195,3,2,0
TCK-002196,3,2,0
TCK-002197,3,2,0
TCK-002198,3,2,0
TCK-002199,3,2,0
TCK-002200,3,2,0
TCK-002201,3,2,0
TCK-002202,3,2,0
TCK-002203,3,2,0
TCK-002204,3,2,0
TCK-002205,4,3,1
TCK-002206,3,2,0
TCK-002207,3,2,0
TCK-002208,3,2,0
TCK-002209,3,2,0
TCK-002210,3,2,0
TCK-002211,3,2,0
TCK-002212,3,2,0
TCK-002213,3,2,0
TCK-002214,3,2,0
TCK-002215,3,2,0
TCK-002216,3,2,0
TCK-002217,3,2,0
TCK-002218,3,2,0
TCK-002219,3,2,0
TCK-002220,4,3,1
TCK-002221,3,2,0
TCK-002222,3,2,0
TCK-002223,3,2,0
TCK-002224,3,2,0
TCK-002225,3,2,0
TCK-002226,3,2,0
TCK-002227,3,2,0
TCK-002228,3,2,0
TCK-002229,4,3,1
TCK-002230,3,2,0
TCK-002231,4,3,1
TCK-002232,3,2,0
TCK-002233,3,2,0
TCK-002234,3,2,0
TCK-002235,3,2,0
TCK-002236,4,3,1
TCK-002237,3,2,0
TCK-002238,3,2,0
TCK-002239,3,2,0
TCK-002240,3,2,0
TCK-002241,3,2,0
TCK-002242,3,2,0
TCK-002243,3,2,0
TCK-002244,3,2,0
TCK-002245,4,3,1
TCK-002246,3,2,0
TCK-002247,3,2,0
TCK-002248,3,2,0
TCK-002249,4,3,1
TCK-002250,3,2,0
TCK-002251,3,2,0
TCK-002252,3,2,0
TCK-002253,3,2,0
TCK-002254,3,2,0
TCK-002255,3,2,0
TCK-002256,3,2,0
TCK-002257,3,2,0
TCK-002258,3,2,0
TCK-002259,3,2,0
TCK-002260,3,2,0
TCK-002261,4,3,1
TCK-002262,3,2,0
TCK-002263,4,3,1
TCK-002264,3,2,0
TCK-002265,3,2,0
TCK-002266,3,2,0
TCK-002267,3,2,0
TCK-002268,3,2,0
TCK-002269,3,2,0
TCK-002270,3,2,0
TCK-002271,3,2,0
TCK-002272,3,2,0
TCK-002273,3,2,0
TCK-002274,3,2,0
TCK-002275,4,3,1
TCK-002276,3,2,0
TCK-002277,3,2,0
TCK-002278,3,2,0
TCK-002279,3,2,0
TCK-002280,4,3,1
TCK-002281,3,2,0
TCK-002282,3,2,0
TCK-002283,3,2,0
TCK-002284,3,2,0
TCK-002285,3,2,0
TCK-002286,3,2,0
TCK-002287,3,2,0
TCK-002288,3,2,0
TCK-002289,3,2,0
TCK-002290,3,2,0
TCK-002291,3,2,0
TCK-002292,3,2,0
TCK-002293,3,2,0
TCK-002294,3,2,0
TCK-002295,3,2,0
TCK-002296,3,2,0
TCK-002297,3,2,0
TCK-002298,3,2,0
TCK-002299,3,2,0
TCK-002300,3,2,0
TCK-002301,3,2,0
TCK-002302,3,2,0
TCK-002303,3,2,0
TCK-002304,3,2,0
TCK-002305,3,2,0
TCK-002306,3,2,0
TCK-002307,3,2,0
TCK-002308,3,2,0
TCK-002309,3,2,0
TCK-002310,3,2,0
TCK-002311,4,3,1
TCK-002312,3,2,0
TCK-002313,3,2,0
TCK-002314,4,3,1
TCK-002315,3,2,0
TCK-002316,3,2,0
TCK-002317,3,2,0
TCK-002318,3,2,0
TCK-002319,4,3,1
TCK-002320,3,2,0
TCK-002321,3,2,0
TCK-002322,3,2,0
TCK-002323,3,2,0
TCK-002324,3,2,0
TCK-002325,3,2,0
TCK-002326,4,3,1
TCK-002327,3,2,0
TCK-002328,3,2,0
TCK-002329,3,2,0
TCK-002330,3,2,0
TCK-002331,3,2,0
TCK-002332,3,2,0
TCK-002333,3,2,0
TCK-002334,3,2,0
TCK-002335,3,2,0
TCK-002336,3,2,0
TCK-002337,3,2,0
TCK-002338,3,2,0
TCK-002339,3,2,0
TCK-002340,3,2,0
TCK-002341,4,3,1
TCK-002342,3,2,0
TCK-002343,3,2,0
TCK-002344,3,2,0
TCK-002345,3,2,0
TCK-002346,3,2,0
TCK-002347,3,2,0
TCK-002348,3,2,0
TCK-002349,3,2,0
TCK-002350,3,2,0
TCK-002351,3,2,0
TCK-002352,4,3,1
TCK-002353,3,2,0
TCK-002354,3,2,0
TCK-002355,3,2,0
TCK-002356,3,2,0
TCK-002357,3,2,0
TCK-002358,3,2,0
TCK-002359,3,2,0
TCK-002360,3,2,0
TCK-002361,3,2,0
TCK-002362,3,2,0
TCK-002363,4,3,1
TCK-002364,3,2,0
TCK-002365,3,2,0
TCK-002366,3,2,0
TCK-002367,3,2,0
TCK-002368,3,2,0
TCK-002369,3,2,0
TCK-002370,3,2,0
TCK-002371,3,2,0
TCK-002372,3,2,0
TCK-002373,3,2,0
TCK-002374,3,2,0
TCK-002375,3,2,0
TCK-002376,4,3,1
TCK-002377,3,2,0
TCK-002378,3,2,0
TCK-002379,3,2,0
TCK-002380,3,2,0
TCK-002381,4,3,1
TCK-002382,3,2,0
TCK-002383,3,2,0
TCK-002384,3,2,0
TCK-002385,3,2,0
TCK-002386,3,2,0
TCK-002387,4,3,1
TCK-002388,3,2,0
TCK-002389,3,2,0
TCK-002390,3,2,0
TCK-002391,3,2,0
TCK-002392,3,2,0
TCK-002393,3,2,0
TCK-002394,3,2,0
TCK-002395,3,2,0
TCK-002396,3,2,0
TCK-002397,3,2,0
TCK-002398,3,2,0
TCK-002399,3,2,0
TCK-002400,4,3,1
TCK-002401,3,2,0
TCK-002402,3,2,0
TCK-002403,3,2,0
TCK-002404,3,2,0
TCK-002405,4,3,1
TCK-002406,3,2,0
TCK-002407,4,3,1
TCK-002408,3,2,0
TCK-002409,3,2,0
TCK-002410,3,2,0
TCK-002411,3,2,0
TCK-002412,3,2,0
TCK-002413,3,2,0
TCK-002414,3,2,0
TCK-002415,3,2,0
TCK-002416,3,2,0
TCK-002417,3,2,0
TCK-002418,3,2,0
TCK-002419,3,2,0
TCK-002420,3,2,0
TCK-002421,3,2,0
TCK-002422,3,2,0
TCK-002423,3,2,0
TCK-002424,3,2,0
TCK-002425,3,2,0
TCK-002426,3,2,0
TCK-002427,3,2,0
TCK-002428,3,2,0
TCK-002429,3,2,0
TCK-002430,3,2,0
TCK-002431,3,2,0
TCK-002432,3,2,0
TCK-002433,4,3,1
TCK-002434,4,3,1
TCK-002435,4,3,1
TCK-002436,3,2,0
TCK-002437,3,2,0
TCK-002438,3,2,0
TCK-002439,3,2,0
TCK-002440,3,2,0
TCK-002441,3,2,0
TCK-002442,3,2,0
TCK-002443,3,2,0
TCK-002444,3,2,0
TCK-002445,4,3,1
TCK-002446,3,2,0
TCK-002447,3,2,0
TCK-002448,3,2,0
TCK-002449,4,3,1
TCK-002450,3,2,0
TCK-002451,3,2,0
TCK-002452,3,2,0
TCK-002453,3,2,0
TCK-002454,3,2,0
TCK-002455,3,2,0
TCK-002456,3,2,0
TCK-002457,3,2,0
TCK-002458,3,2,0
TCK-002459,3,2,0
TCK-002460,3,2,0
TCK-002461,3,2,0
TCK-002462,3,2,0
TCK-002463,3,2,0
TCK-002464,3,2,0
TCK-002465,3,2,0
TCK-002466,3,2,0
TCK-002467,3,2,0
TCK-002468,3,2,0
TCK-002469,3,2,0
TCK-002470,3,2,0
TCK-002471,3,2,0
TCK-002472,3,2,0
TCK-002473,3,2,0
TCK-002474,3,2,0
TCK-002475,3,2,0
TCK-002476,3,2,0
TCK-002477,3,2,0
TCK-002478,3,2,0
TCK-002479,3,2,0
TCK-002480,3,2,0
TCK-002481,3,2,0
TCK-002482,3,2,0
TCK-002483,3,2,0
TCK-002484,3,2,0
TCK-002485,3,2,0
TCK-002486,3,2,0
TCK-002487,3,2,0
TCK-002488,3,2,0
TCK-002489,4,3,1
TCK-002490,3,2,0
TCK-002491,3,2,0
TCK-002492,3,2,0
TCK-002493,3,2,0
TCK-002494,3,2,0
TCK-002495,3,2,0
TCK-002496,3,2,0
TCK-002497,3,2,0
TCK-002498,3,2,0
TCK-002499,3,2,0
TCK-002500,3,2,0
TCK-002501,3,2,0
TCK-002502,4,3,1
TCK-002503,3,2,0
TCK-002504,3,2,0
TCK-002505,3,2,0
TCK-002506,3,2,0
TCK-002507,3,2,0
TCK-002508,3,2,0
TCK-002509,3,2,0
TCK-002510,3,2,0
TCK-002511,3,2,0
TCK-002512,3,2,0
TCK-002513,3,2,0
TCK-002514,3,2,0
TCK-002515,3,2,0
TCK-002516,3,2,0
TCK-002517,3,2,0
TCK-002518,3,2,0
TCK-002519,3,2,0
TCK-002520,3,2,0
TCK-002521,3,2,0
TCK-002522,3,2,0
TCK-002523,3,2,0
TCK-002524,3,2,0
TCK-002525,3,2,0
TCK-002526,3,2,0
TCK-002527,3,2,0
TCK-002528,3,2,0
TCK-002529,3,2,0
TCK-002530,3,2,0
TCK-002531,3,2,0
TCK-002532,4,3,1
TCK-002533,3,2,0
TCK-002534,3,2,0
TCK-002535,3,2,0
TCK-002536,3,2,0
TCK-002537,3,2,0
TCK-002538,3,2,0
TCK-002539,3,2,0
TCK-002540,3,2,0
TCK-002541,3,2,0
TCK-002542,3,2,0
TCK-002543,3,2,0
TCK-002544,4,3,1
TCK-002545,3,2,0
TCK-002546,4,3,1
TCK-002547,3,2,0
TCK-002548,3,2,0
TCK-002549,4,3,1
TCK-002550,3,2,0
TCK-002551,3,2,0
TCK-002552,3,2,0
TCK-002553,3,2,0
TCK-002554,3,2,0
TCK-002555,4,3,1
TCK-002556,3,2,0
TCK-002557,3,2,0
TCK-002558,3,2,0
TCK-002559,3,2,0
TCK-002560,4,3,1
TCK-002561,3,2,0
TCK-002562,3,2,0
TCK-002563,4,3,1
TCK-002564,3,2,0
TCK-002565,4,3,1
TCK-002566,3,2,0
TCK-002567,3,2,0
TCK-002568,3,2,0
TCK-002569,3,2,0
TCK-002570,3,2,0
TCK-002571,3,2,0
TCK-002572,3,2,0
TCK-002573,3,2,0
TCK-002574,3,2,0
TCK-002575,3,2,0
TCK-002576,3,2,0
TCK-002577,3,2,0
TCK-002578,3,2,0
TCK-002579,3,2,0
TCK-002580,3,2,0
TCK-002581,3,2,0
TCK-002582,3,2,0
TCK-002583,3,2,0
TCK-002584,3,2,0
TCK-002585,4,3,1
TCK-002586,3,2,0
TCK-002587,3,2,0
TCK-002588,3,2,0
TCK-002589,3,2,0
TCK-002590,3,2,0
TCK-002591,3,2,0
TCK-002592,3,2,0
TCK-002593,3,2,0
TCK-002594,3,2,0
TCK-002595,3,2,0
TCK-002596,3,2,0
TCK-002597,3,2,0
TCK-002598,3,2,0
TCK-002599,3,2,0
TCK-002600,3,2,0
TCK-002601,3,2,0
TCK-002602,3,2,0
TCK-002603,3,2,0
TCK-002604,3,2,0
TCK-002605,3,2,0
TCK-002606,3,2,0
TCK-002607,3,2,0
TCK-002608,3,2,0
TCK-002609,3,2,0
TCK-002610,3,2,0
TCK-002611,3,2,0
TCK-002612,3,2,0
TCK-002613,3,2,0
TCK-002614,3,2,0
TCK-002615,3,2,0
TCK-002616,3,2,0
TCK-002617,3,2,0
TCK-002618,3,2,0
TCK-002619,3,2,0
TCK-002620,4,3,1
TCK-002621,3,2,0
TCK-002622,3,2,0
TCK-002623,3,2,0
TCK-002624,3,2,0
TCK-002625,4,3,1
TCK-002626,3,2,0
TCK-002627,3,2,0
TCK-002628,4,3,1
TCK-002629,4,3,1
TCK-002630,3,2,0
TCK-002631,3,2,0
TCK-002632,3,2,0
TCK-002633,3,2,0
TCK-002634,3,2,0
TCK-002635,3,2,0
TCK-002636,4,3,1
TCK-002637,4,3,1
TCK-002638,3,2,0
TCK-002639,3,2,0
TCK-002640,3,2,0
TCK-002641,4,3,1
TCK-002642,3,2,0
TCK-002643,3,2,0
TCK-002644,3,2,0
TCK-002645,3,2,0
TCK-002646,3,2,0
TCK-002647,3,2,0
TCK-002648,4,3,1
TCK-002649,3,2,0
TCK-002650,3,2,0
TCK-002651,3,2,0
TCK-002652,3,2,0
TCK-002653,4,3,1
TCK-002654,4,3,1
TCK-002655,3,2,0
TCK-002656,3,2,0
TCK-002657,4,3,1
TCK-002658,3,2,0
TCK-002659,3,2,0
TCK-002660,3,2,0
TCK-002661,3,2,0
TCK-002662,3,2,0
TCK-002663,3,2,0
TCK-002664,3,2,0
TCK-002665,3,2,0
TCK-002666,3,2,0
TCK-002667,4,3,1
TCK-002668,3,2,0
TCK-002669,3,2,0
TCK-002670,3,2,0
TCK-002671,3,2,0
TCK-002672,4,3,1
TCK-002673,3,2,0
TCK-002674,3,2,0
TCK-002675,3,2,0
TCK-002676,4,3,1
TCK-002677,3,2,0
TCK-002678,3,2,0
TCK-002679,3,2,0
TCK-002680,3,2,0
TCK-002681,3,2,0
TCK-002682,3,2,0
TCK-002683,3,2,0
TCK-002684,3,2,0
TCK-002685,3,2,0
TCK-002686,3,2,0
TCK-002687,4,3,1
TCK-002688,3,2,0
TCK-002689,3,2,0
TCK-002690,3,2,0
TCK-002691,3,2,0
TCK-002692,3,2,0
TCK-002693,3,2,0
TCK-002694,4,3,1
TCK-002695,3,2,0
TCK-002696,3,2,0
TCK-002697,4,3,1
TCK-002698,3,2,0
TCK-002699,3,2,0
TCK-002700,3,2,0
TCK-002701,3,2,0
TCK-002702,3,2,0
TCK-002703,3,2,0
TCK-002704,3,2,0
TCK-002705,3,2,0
TCK-002706,3,2,0
TCK-002707,3,2,0
TCK-002708,3,2,0
TCK-002709,3,2,0
TCK-002710,3,2,0
TCK-002711,3,2,0
TCK-002712,3,2,0
TCK-002713,3,2,0
TCK-002714,4,3,1
TCK-002715,3,2,0
TCK-002716,4,3,1
TCK-002717,3,2,0
TCK-002718,3,2,0
TCK-002719,3,2,0
TCK-002720,3,2,0
TCK-002721,4,3,1
TCK-002722,3,2,0
TCK-002723,3,2,0
TCK-002724,4,3,1
TCK-002725,3,2,0
TCK-002726,3,2,0
TCK-002727,3,2,0
TCK-002728,4,3,1
TCK-002729,4,3,1
TCK-002730,3,2,0
TCK-002731,3,2,0
TCK-002732,3,2,0
TCK-002733,3,2,0
TCK-002734,3,2,0
TCK-002735,3,2,0
TCK-002736,3,2,0
TCK-002737,4,3,1
TCK-002738,3,2,0
TCK-002739,3,2,0
TCK-002740,4,3,1
TCK-002741,3,2,0
TCK-002742,3,2,0
TCK-002743,3,2,0
TCK-002744,3,2,0
TCK-002745,3,2,0
TCK-002746,3,2,0
TCK-002747,4,3,1
TCK-002748,3,2,0
TCK-002749,3,2,0
TCK-002750,3,2,0
TCK-002751,3,2,0
TCK-002752,3,2,0
TCK-002753,3,2,0
TCK-002754,3,2,0
TCK-002755,3,2,0
TCK-002756,3,2,0
TCK-002757,4,3,1
TCK-002758,3,2,0
TCK-002759,4,3,1
TCK-002760,3,2,0
TCK-002761,3,2,0
TCK-002762,3,2,0
TCK-002763,3,2,0
TCK-002764,3,2,0
TCK-002765,3,2,0
TCK-002766,3,2,0
TCK-002767,3,2,0
TCK-002768,3,2,0
TCK-002769,3,2,0
TCK-002770,3,2,0
TCK-002771,3,2,0
TCK-002772,3,2,0
TCK-002773,3,2,0
TCK-002774,3,2,0
TCK-002775,3,2,0
TCK-002776,3,2,0
TCK-002777,3,2,0
TCK-002778,3,2,0
TCK-002779,3,2,0
TCK-002780,4,3,1
TCK-002781,3,2,0
TCK-002782,3,2,0
TCK-002783,3,2,0
TCK-002784,3,2,0
TCK-002785,3,2,0
TCK-002786,3,2,0
TCK-002787,3,2,0
TCK-002788,3,2,0
TCK-002789,3,2,0
TCK-002790,3,2,0
TCK-002791,3,2,0
TCK-002792,3,2,0
TCK-002793,3,2,0
TCK-002794,3,2,0
TCK-002795,3,2,0
TCK-002796,4,3,1
TCK-002797,3,2,0
TCK-002798,3,2,0
TCK-002799,4,3,1
TCK-002800,3,2,0
TCK-002801,3,2,0
TCK-002802,3,2,0
TCK-002803,3,2,0
TCK-002804,3,2,0
TCK-002805,3,2,0
TCK-002806,3,2,0
TCK-002807,3,2,0
TCK-002808,3,2,0
TCK-002809,4,3,1
TCK-002810,3,2,0
TCK-002811,4,3,1
TCK-002812,3,2,0
TCK-002813,3,2,0
TCK-002814,3,2,0
TCK-002815,3,2,0
TCK-002816,3,2,0
TCK-002817,3,2,0
TCK-002818,3,2,0
TCK-002819,4,3,1
TCK-002820,3,2,0
TCK-002821,3,2,0
TCK-002822,3,2,0
TCK-002823,3,2,0
TCK-002824,3,2,0
TCK-002825,3,2,0
TCK-002826,3,2,0
TCK-002827,3,2,0
TCK-002828,3,2,0
TCK-002829,4,3,1
TCK-002830,3,2,0
TCK-002831,3,2,0
TCK-002832,3,2,0
TCK-002833,4,3,1
TCK-002834,3,2,0
TCK-002835,3,2,0
TCK-002836,3,2,0
TCK-002837,3,2,0
TCK-002838,3,2,0
TCK-002839,3,2,0
TCK-002840,3,2,0
TCK-002841,3,2,0
TCK-002842,3,2,0
TCK-002843,3,2,0
TCK-002844,3,2,0
TCK-002845,3,2,0
TCK-002846,3,2,0
TCK-002847,3,2,0
TCK-002848,3,2,0
TCK-002849,3,2,0
TCK-002850,4,3,1
TCK-002851,3,2,0
TCK-002852,3,2,0
TCK-002853,3,2,0
TCK-002854,3,2,0
TCK-002855,3,2,0
TCK-002856,4,3,1
TCK-002857,3,2,0
TCK-002858,3,2,0
TCK-002859,3,2,0
TCK-002860,3,2,0
TCK-002861,3,2,0
TCK-002862,3,2,0
TCK-002863,3,2,0
TCK-002864,3,2,0
TCK-002865,4,3,1
TCK-002866,3,2,0
TCK-002867,3,2,0
TCK-002868,3,2,0
TCK-002869,4,3,1
TCK-002870,3,2,0
TCK-002871,4,3,1
TCK-002872,3,2,0
TCK-002873,3,2,0
TCK-002874,3,2,0
TCK-002875,3,2,0
TCK-002876,3,2,0
TCK-002877,3,2,0
TCK-002878,3,2,0
TCK-002879,4,3,1
TCK-002880,3,2,0
TCK-002881,4,3,1
TCK-002882,4,3,1
TCK-002883,3,2,0
TCK-002884,3,2,0
TCK-002885,3,2,0
TCK-002886,3,2,0
TCK-002887,3,2,0
TCK-002888,3,2,0
TCK-002889,3,2,0
TCK-002890,3,2,0
TCK-002891,3,2,0
TCK-002892,3,2,0
TCK-002893,3,2,0
TCK-002894,3,2,0
TCK-002895,3,2,0
TCK-002896,3,2,0
TCK-002897,3,2,0
TCK-002898,3,2,0
TCK-002899,3,2,0
TCK-002900,4,3,1
TCK-002901,3,2,0
TCK-002902,3,2,0
TCK-002903,3,2,0
TCK-002904,3,2,0
TCK-002905,3,2,0
TCK-002906,3,2,0
TCK-002907,3,2,0
TCK-002908,3,2,0
TCK-002909,3,2,0
TCK-002910,3,2,0
TCK-002911,3,2,0
TCK-002912,3,2,0
TCK-002913,3,2,0
TCK-002914,3,2,0
TCK-002915,3,2,0
TCK-002916,3,2,0
TCK-002917,3,2,0
TCK-002918,3,2,0
TCK-002919,3,2,0
TCK-002920,3,2,0
TCK-002921,3,2,0
TCK-002922,3,2,0
TCK-002923,3,2,0
TCK-002924,3,2,0
TCK-002925,3,2,0
TCK-002926,3,2,0
TCK-002927,3,2,0
TCK-002928,3,2,0
TCK-002929,3,2,0
TCK-002930,3,2,0
TCK-002931,3,2,0
TCK-002932,3,2,0
TCK-002933,3,2,0
TCK-002934,3,2,0
TCK-002935,3,2,0
TCK-002936,3,2,0
TCK-002937,3,2,0
TCK-002938,4,3,1
TCK-002939,3,2,0
TCK-002940,3,2,0
TCK-002941,3,2,0
TCK-002942,3,2,0
TCK-002943,3,2,0
TCK-002944,3,2,0
TCK-002945,3,2,0
TCK-002946,3,2,0
TCK-002947,3,2,0
TCK-002948,3,2,0
TCK-002949,3,2,0
TCK-002950,3,2,0
TCK-002951,3,2,0
TCK-002952,3,2,0
TCK-002953,3,2,0
TCK-002954,3,2,0
TCK-002955,3,2,0
TCK-002956,3,2,0
TCK-002957,3,2,0
TCK-002958,3,2,0
TCK-002959,3,2,0
TCK-002960,3,2,0
TCK-002961,3,2,0
TCK-002962,4,3,1
TCK-002963,3,2,0
TCK-002964,4,3,1
TCK-002965,3,2,0
TCK-002966,3,2,0
TCK-002967,3,2,0
TCK-002968,3,2,0
TCK-002969,3,2,0
TCK-002970,4,3,1
TCK-002971,3,2,0
TCK-002972,3,2,0
TCK-002973,3,2,0
TCK-002974,3,2,0
TCK-002975,4,3,1
TCK-002976,4,3,1
TCK-002977,3,2,0
TCK-002978,3,2,0
TCK-002979,3,2,0
TCK-002980,3,2,0
TCK-002981,3,2,0
TCK-002982,3,2,0
TCK-002983,3,2,0
TCK-002984,3,2,0
TCK-002985,3,2,0
TCK-002986,3,2,0
TCK-002987,3,2,0
TCK-002988,3,2,0
TCK-002989,3,2,0
TCK-002990,3,2,0
TCK-002991,3,2,0
TCK-002992,3,2,0
TCK-002993,3,2,0
TCK-002994,4,3,1
TCK-002995,3,2,0
TCK-002996,3,2,0
TCK-002997,3,2,0
TCK-002998,4,3,1
TCK-002999,4,3,1
TCK-003000,3,2,0
TCK-003001,3,2,0
TCK-003002,3,2,0
TCK-003003,3,2,0
TCK-003004,3,2,0
TCK-003005,4,3,1
TCK-003006,3,2,0
TCK-003007,3,2,0
TCK-003008,3,2,0
TCK-003009,3,2,0
TCK-003010,4,3,1
TCK-003011,3,2,0
TCK-003012,3,2,0
TCK-003013,3,2,0
TCK-003014,3,2,0
TCK-003015,3,2,0
TCK-003016,3,2,0
TCK-003017,4,3,1
TCK-003018,3,2,0
TCK-003019,3,2,0
TCK-003020,3,2,0
TCK-003021,3,2,0
TCK-003022,3,2,0
TCK-003023,3,2,0
TCK-003024,3,2,0
TCK-003025,3,2,0
TCK-003026,3,2,0
TCK-003027,3,2,0
TCK-003028,3,2,0
TCK-003029,3,2,0
TCK-003030,3,2,0
TCK-003031,3,2,0
TCK-003032,3,2,0
TCK-003033,3,2,0
TCK-003034,3,2,0
TCK-003035,3,2,0
TCK-003036,3,2,0
TCK-003037,3,2,0
TCK-003038,3,2,0
TCK-003039,3,2,0
TCK-003040,3,2,0
TCK-003041,3,2,0
TCK-003042,3,2,0
TCK-003043,3,2,0
TCK-003044,3,2,0
TCK-003045,3,2,0
TCK-003046,3,2,0
TCK-003047,3,2,0
TCK-003048,3,2,0
TCK-003049,3,2,0
TCK-003050,3,2,0
TCK-003051,3,2,0
TCK-003052,3,2,0
TCK-003053,3,2,0
TCK-003054,3,2,0
TCK-003055,3,2,0
TCK-003056,3,2,0
TCK-003057,3,2,0
TCK-003058,3,2,0
TCK-003059,3,2,0
TCK-003060,3,2,0
TCK-003061,3,2,0
TCK-003062,3,2,0
TCK-003063,3,2,0
TCK-003064,3,2,0
TCK-003065,3,2,0
TCK-003066,3,2,0
TCK-003067,3,2,0
TCK-003068,3,2,0
TCK-003069,3,2,0
TCK-003070,3,2,0
TCK-003071,3,2,0
TCK-003072,3,2,0
TCK-003073,4,3,1
TCK-003074,3,2,0
TCK-003075,3,2,0
TCK-003076,3,2,0
TCK-003077,3,2,0
TCK-003078,3,2,0
TCK-003079,3,2,0
TCK-003080,3,2,0
TCK-003081,3,2,0
TCK-003082,3,2,0
TCK-003083,3,2,0
TCK-003084,3,2,0
TCK-003085,3,2,0
TCK-003086,3,2,0
TCK-003087,4,3,1
TCK-003088,3,2,0
TCK-003089,4,3,1
TCK-003090,3,2,0
TCK-003091,3,2,0
TCK-003092,3,2,0
TCK-003093,3,2,0
TCK-003094,3,2,0
TCK-003095,3,2,0
TCK-003096,3,2,0
TCK-003097,3,2,0
TCK-003098,3,2,0
TCK-003099,3,2,0
TCK-003100,4,3,1
TCK-003101,3,2,0
TCK-003102,3,2,0
TCK-003103,4,3,1
TCK-003104,3,2,0
TCK-003105,3,2,0
TCK-003106,3,2,0
TCK-003107,4,3,1
TCK-003108,3,2,0
TCK-003109,4,3,1
TCK-003110,3,2,0
TCK-003111,3,2,0
TCK-003112,4,3,1
TCK-003113,3,2,0
TCK-003114,3,2,0
TCK-003115,4,3,1
TCK-003116,3,2,0
TCK-003117,3,2,0
TCK-003118,3,2,0
TCK-003119,3,2,0
TCK-003120,3,2,0
TCK-003121,3,2,0
TCK-003122,3,2,0
TCK-003123,3,2,0
TCK-003124,3,2,0
TCK-003125,3,2,0
TCK-003126,4,3,1
TCK-003127,3,2,0
TCK-003128,3,2,0
TCK-003129,3,2,0
TCK-003130,3,2,0
TCK-003131,3,2,0
TCK-003132,3,2,0
TCK-003133,4,3,1
TCK-003134,3,2,0
TCK-003135,3,2,0
TCK-003136,3,2,0
TCK-003137,3,2,0
TCK-003138,3,2,0
TCK-003139,3,2,0
TCK-003140,3,2,0
TCK-003141,3,2,0
TCK-003142,3,2,0
TCK-003143,3,2,0
TCK-003144,4,3,1
TCK-003145,3,2,0
TCK-003146,3,2,0
TCK-003147,4,3,1
TCK-003148,3,2,0
TCK-003149,3,2,0
TCK-003150,3,2,0
TCK-003151,3,2,0
TCK-003152,3,2,0
TCK-003153,3,2,0
TCK-003154,3,2,0
TCK-003155,3,2,0
TCK-003156,3,2,0
TCK-003157,3,2,0
TCK-003158,3,2,0
TCK-003159,3,2,0
TCK-003160,3,2,0
TCK-003161,4,3,1
TCK-003162,3,2,0
TCK-003163,3,2,0
TCK-003164,3,2,0
TCK-003165,3,2,0
TCK-003166,3,2,0
TCK-003167,3,2,0
TCK-003168,3,2,0
TCK-003169,3,2,0
TCK-003170,3,2,0
TCK-003171,3,2,0
TCK-003172,4,3,1
TCK-003173,4,3,1
TCK-003174,3,2,0
TCK-003175,3,2,0
TCK-003176,3,2,0
TCK-003177,4,3,1
TCK-003178,3,2,0
TCK-003179,3,2,0
TCK-003180,3,2,0
TCK-003181,3,2,0
TCK-003182,4,3,1
TCK-003183,3,2,0
TCK-003184,3,2,0
TCK-003185,3,2,0
TCK-003186,3,2,0
TCK-003187,3,2,0
TCK-003188,3,2,0
TCK-003189,4,3,1
TCK-003190,3,2,0
TCK-003191,3,2,0
TCK-003192,3,2,0
TCK-003193,3,2,0
TCK-003194,3,2,0
TCK-003195,3,2,0
TCK-003196,4,3,1
TCK-003197,3,2,0
TCK-003198,3,2,0
TCK-003199,3,2,0
TCK-003200,3,2,0
TCK-003201,3,2,0
TCK-003202,4,3,1
TCK-003203,3,2,0
TCK-003204,3,2,0
TCK-003205,3,2,0
TCK-003206,3,2,0
TCK-003207,3,2,0
TCK-003208,3,2,0
TCK-003209,3,2,0
TCK-003210,3,2,0
TCK-003211,3,2,0
TCK-003212,3,2,0
TCK-003213,3,2,0
TCK-003214,3,2,0
TCK-003215,3,2,0
TCK-003216,3,2,0
TCK-003217,3,2,0
TCK-003218,3,2,0
TCK-003219,3,2,0
TCK-003220,3,2,0
TCK-003221,3,2,0
TCK-003222,3,2,0
TCK-003223,3,2,0
