ticket_id,channel,product,category,priority,customer_tier,region,backlog_at_creation,first_response_minutes,reopened,created_hour,created_weekday,created_month,sla_breach,body_len,word_count,num_question,num_exclam,upper_ratio,urgency_hits,kw_refund,kw_cancel,kw_error,n_events,n_status_changes,reopened_from_log
TCK-003955,Telefone,Integrações,Acesso e Conta,Alta,Basic,Norte,30,81.6,0,8,1,8,0,108,16,0,0,0.0337,1,0,0,0,3,2,0
TCK-003956,Formulário Web,Plataforma Web,Acesso e Conta,Baixa,Free,Norte,79,334.4,0,3,5,6,0,151,27,0,0,0.025,0,0,0,0,3,2,0
TCK-003957,Email,Plataforma Web,Dúvida / Como Fazer,Baixa,Free,Nordeste,29,157.0,0,2,0,12,0,53,9,0,0,0.0227,0,0,0,0,3,2,0
TCK-003958,Email,Faturamento,Cancelamento,Alta,Free,Sul,40,71.2,0,11,2,5,0,55,8,0,0,0.0217,1,0,1,0,3,2,0
TCK-003959,Chat,API,Dúvida / Como Fazer,Média,Basic,Sudeste,58,83.2,0,23,2,1,0,56,10,1,0,0.0217,0,0,0,0,3,2,0
TCK-003960,Formulário Web,App Mobile,Faturamento,Crítica,Premium,Norte,51,49.0,0,14,5,1,1,62,11,0,0,0.02,1,1,0,0,3,2,0
TCK-003961,Email,Plataforma Web,Dúvida / Como Fazer,Média,Free,Centro-Oeste,19,139.9,0,7,2,6,0,53,9,0,0,0.0227,0,0,0,0,3,2,0
TCK-003962,Formulário Web,Integrações,Solicitação de Recurso,Crítica,Basic,Nordeste,46,43.0,0,9,6,1,1,157,25,2,0,0.0231,0,0,0,0,3,2,0
TCK-003963,Chat,App Mobile,Bug / Defeito,Alta,Free,Norte,8,37.8,0,4,2,2,1,61,10,0,0,0.02,1,0,0,1,3,2,0
TCK-003964,Email,API,Faturamento,Média,Premium,Norte,0,172.5,0,4,1,3,0,167,29,0,0,0.0224,2,1,0,0,3,2,0
TCK-003965,Email,Faturamento,Bug / Defeito,Baixa,Basic,Sudeste,33,372.8,0,2,6,11,0,165,29,0,0,0.0379,0,0,0,1,3,2,0
TCK-003966,Email,Plataforma Web,Bug / Defeito,Baixa,Premium,Nordeste,22,64.8,0,1,4,8,0,46,9,0,0,0.0303,2,0,0,1,3,2,0
TCK-003967,Telefone,Relatórios,Cancelamento,Média,Enterprise,Sul,30,64.5,0,21,3,12,0,61,10,0,0,0.02,1,0,1,0,3,2,0
TCK-003968,Chat,Integrações,Faturamento,Média,Premium,Nordeste,0,82.7,0,4,1,2,0,59,9,1,0,0.0204,0,0,0,0,3,2,0
TCK-003969,Email,Plataforma Web,Problema Técnico,Alta,Basic,Nordeste,7,38.9,0,21,0,2,0,103,17,0,0,0.0238,1,0,0,1,3,2,0
TCK-003970,Telefone,Integrações,Problema Técnico,Alta,Basic,Sudeste,40,66.8,0,7,6,1,0,161,27,0,0,0.0227,2,0,0,1,3,2,0
TCK-003971,Email,API,Bug / Defeito,Média,Premium,Nordeste,63,340.5,0,14,1,5,1,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-003972,Telefone,Relatórios,Dúvida / Como Fazer,Alta,Premium,Sudeste,61,47.7,0,15,1,1,0,56,10,1,0,0.0217,0,0,0,0,3,2,0
TCK-003973,Email,Faturamento,Problema Técnico,Alta,Free,Norte,22,43.2,0,19,0,12,0,93,15,0,0,0.026,2,0,0,1,3,2,0
TCK-003974,Redes Sociais,Plataforma Web,Solicitação de Recurso,Baixa,Premium,Norte,41,436.1,0,15,2,11,0,40,7,0,0,0.0303,0,0,0,0,3,2,0
TCK-003975,Email,Faturamento,Acesso e Conta,Média,Enterprise,Norte,19,56.2,0,22,4,6,0,54,10,0,0,0.0233,0,0,0,0,3,2,0
TCK-003976,Email,Plataforma Web,Dúvida / Como Fazer,Média,Basic,Sudeste,58,97.0,0,6,4,8,0,53,9,0,0,0.0227,0,0,0,0,3,2,0
TCK-003977,Telefone,App Mobile,Bug / Defeito,Alta,Free,Centro-Oeste,35,76.5,0,22,4,12,1,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-003978,Telefone,Faturamento,Problema Técnico,Baixa,Free,Norte,27,207.2,0,12,6,6,0,55,10,0,0,0.0222,0,0,0,0,3,2,0
TCK-003979,Email,Integrações,Faturamento,Média,Premium,Sul,34,210.7,0,16,0,7,0,45,8,0,0,0.027,0,0,0,0,3,2,0
TCK-003980,Chat,Integrações,Problema Técnico,Crítica,Free,Sudeste,20,24.8,1,8,1,2,1,93,15,0,0,0.026,2,0,0,1,4,3,1
TCK-003981,Telefone,Plataforma Web,Solicitação de Recurso,Baixa,Premium,Nordeste,11,235.1,0,19,4,5,0,157,25,2,0,0.0231,0,0,0,0,3,2,0
TCK-003982,Formulário Web,Plataforma Web,Dúvida / Como Fazer,Baixa,Basic,Sudeste,42,308.1,0,22,6,9,0,57,10,1,0,0.0213,0,0,0,0,3,2,0
TCK-003983,Telefone,Integrações,Acesso e Conta,Média,Free,Sudeste,41,227.4,0,10,6,1,0,64,9,0,0,0.037,1,0,0,0,3,2,0
TCK-003984,Telefone,Relatórios,Problema Técnico,Média,Premium,Centro-Oeste,25,63.9,0,1,4,3,0,56,11,0,0,0.0222,0,0,0,0,3,2,0
TCK-003985,Email,App Mobile,Solicitação de Recurso,Média,Premium,Centro-Oeste,42,207.2,0,11,5,4,1,40,7,0,0,0.0303,0,0,0,0,3,2,0
TCK-003986,Email,Faturamento,Bug / Defeito,Média,Premium,Sudeste,72,210.6,0,10,1,10,0,61,10,0,0,0.02,1,0,0,1,3,2,0
TCK-003987,Redes Sociais,Integrações,Problema Técnico,Baixa,Basic,Nordeste,14,244.2,0,19,0,9,1,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-003988,Email,API,Acesso e Conta,Alta,Basic,Sul,36,91.5,0,10,6,7,0,64,9,0,0,0.037,1,0,0,0,3,2,0
TCK-003989,Chat,API,Acesso e Conta,Média,Free,Centro-Oeste,28,73.8,0,19,6,6,0,171,25,0,0,0.0352,2,0,0,0,3,2,0
TCK-003990,Telefone,Plataforma Web,Problema Técnico,Média,Basic,Sudeste,2,126.0,0,9,1,1,0,55,10,0,0,0.0222,0,0,0,0,3,2,0
TCK-003991,Email,Plataforma Web,Faturamento,Média,Free,Nordeste,42,143.5,0,2,1,1,0,62,11,0,0,0.02,1,1,0,0,3,2,0
TCK-003992,Redes Sociais,App Mobile,Cancelamento,Média,Premium,Norte,42,154.4,0,16,1,10,0,55,8,0,0,0.0217,1,0,1,0,3,2,0
TCK-003993,Email,API,Bug / Defeito,Média,Free,Norte,44,130.0,0,14,3,7,1,165,27,0,0,0.0224,2,0,0,1,3,2,0
TCK-003994,Email,Plataforma Web,Dúvida / Como Fazer,Média,Premium,Norte,0,72.0,0,7,0,8,0,149,25,0,0,0.0246,0,0,0,0,3,2,0
TCK-003995,Chat,Plataforma Web,Dúvida / Como Fazer,Média,Enterprise,Norte,61,239.7,0,12,2,11,0,53,9,0,0,0.0227,0,0,0,0,3,2,0
TCK-003996,Redes Sociais,Faturamento,Dúvida / Como Fazer,Média,Premium,Sul,14,220.0,0,22,6,3,0,57,10,1,0,0.0213,0,0,0,0,3,2,0
TCK-003997,Redes Sociais,API,Dúvida / Como Fazer,Baixa,Basic,Norte,73,219.6,0,15,1,5,0,56,10,1,0,0.0217,0,0,0,0,3,2,0
TCK-003998,Formulário Web,Plataforma Web,Dúvida / Como Fazer,Baixa,Free,Sul,53,262.4,0,8,3,12,0,56,10,1,0,0.0217,0,0,0,0,3,2,0
TCK-003999,Formulário Web,App Mobile,Acesso e Conta,Alta,Premium,Sudeste,37,110.3,0,13,3,1,0,64,9,0,0,0.037,1,0,0,0,3,2,0
TCK-004000,Redes Sociais,API,Dúvida / Como Fazer,Crítica,Basic,Norte,19,41.3,0,17,1,5,0,57,10,1,0,0.0213,0,0,0,0,3,2,0
TCK-004001,Formulário Web,Plataforma Web,Solicitação de Recurso,Baixa,Enterprise,Nordeste,72,145.5,0,23,6,2,0,40,7,0,0,0.0303,0,0,0,0,3,2,0
TCK-004002,Redes Sociais,API,Problema Técnico,Baixa,Free,Norte,37,221.8,0,1,0,9,0,153,27,0,0,0.0242,0,0,0,0,3,2,0
TCK-004003,Chat,API,Acesso e Conta,Alta,Basic,Norte,50,101.1,0,12,0,3,0,64,12,0,0,0.0192,0,0,0,0,3,2,0
TCK-004004,Email,API,Cancelamento,Média,Basic,Sudeste,20,453.2,0,10,2,9,0,51,8,0,0,0.0233,1,0,0,1,3,2,0
TCK-004005,Telefone,Plataforma Web,Bug / Defeito,Baixa,Premium,Sul,52,1035.2,0,8,6,6,0,46,9,0,0,0.0303,2,0,0,1,3,2,0
TCK-004006,Chat,App Mobile,Faturamento,Baixa,Premium,Sudeste,19,332.1,0,1,6,1,0,59,9,1,0,0.0204,0,0,0,0,3,2,0
TCK-004007,Telefone,API,Problema Técnico,Alta,Free,Centro-Oeste,14,26.9,0,0,2,12,1,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-004008,Email,Integrações,Problema Técnico,Baixa,Premium,Centro-Oeste,64,230.7,0,15,6,12,0,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-004009,Chat,Plataforma Web,Acesso e Conta,Média,Basic,Nordeste,27,50.8,0,1,3,9,0,64,12,0,0,0.0192,0,0,0,0,3,2,0
TCK-004010,Redes Sociais,Faturamento,Faturamento,Baixa,Free,Centro-Oeste,47,380.4,0,4,5,4,0,45,8,0,0,0.027,0,0,0,0,3,2,0
TCK-004011,Chat,Faturamento,Dúvida / Como Fazer,Alta,Premium,Centro-Oeste,36,65.7,1,19,5,8,0,57,10,1,0,0.0213,0,0,0,0,4,3,1
TCK-004012,Email,Integrações,Bug / Defeito,Baixa,Free,Centro-Oeste,24,445.3,0,14,4,5,0,46,9,0,0,0.0303,2,0,0,1,3,2,0
TCK-004013,Formulário Web,App Mobile,Solicitação de Recurso,Baixa,Free,Nordeste,33,167.2,0,4,4,9,0,57,9,1,0,0.0208,0,0,0,0,3,2,0
TCK-004014,Email,Plataforma Web,Problema Técnico,Média,Basic,Centro-Oeste,80,132.6,0,13,6,9,0,161,27,0,0,0.0227,2,0,0,1,3,2,0
TCK-004015,Formulário Web,App Mobile,Solicitação de Recurso,Crítica,Premium,Sudeste,40,34.4,0,7,3,8,1,201,32,2,0,0.0242,0,0,0,0,3,2,0
TCK-004016,Redes Sociais,Plataforma Web,Problema Técnico,Baixa,Premium,Nordeste,17,219.7,0,8,1,5,0,55,10,0,0,0.0222,0,0,0,0,3,2,0
TCK-004017,Telefone,Integrações,Bug / Defeito,Média,Basic,Sudeste,20,146.1,0,23,0,1,0,46,9,0,0,0.0303,2,0,0,1,3,2,0
TCK-004018,Chat,Plataforma Web,Bug / Defeito,Baixa,Premium,Sudeste,14,127.0,0,21,6,2,0,46,9,0,0,0.0303,2,0,0,1,3,2,0
TCK-004019,Chat,Relatórios,Dúvida / Como Fazer,Média,Basic,Sudeste,67,210.4,0,15,0,11,0,149,25,0,0,0.0246,0,0,0,0,3,2,0
TCK-004020,Email,Integrações,Acesso e Conta,Média,Premium,Sul,19,133.2,0,19,0,11,0,54,10,0,0,0.0233,0,0,0,0,3,2,0
TCK-004021,Email,Plataforma Web,Dúvida / Como Fazer,Média,Enterprise,Nordeste,21,147.3,0,1,2,7,0,56,10,1,0,0.0217,0,0,0,0,3,2,0
TCK-004022,Chat,Plataforma Web,Problema Técnico,Alta,Basic,Centro-Oeste,39,69.4,0,10,2,11,0,55,10,0,0,0.0222,0,0,0,0,3,2,0
TCK-004023,Chat,API,Acesso e Conta,Média,Free,Sudeste,49,133.2,0,6,1,1,0,64,9,0,0,0.037,1,0,0,0,3,2,0
TCK-004024,Telefone,Integrações,Solicitação de Recurso,Média,Basic,Norte,22,113.2,0,1,2,2,0,57,9,1,0,0.0208,0,0,0,0,3,2,0
TCK-004025,Email,Relatórios,Solicitação de Recurso,Média,Premium,Sudeste,51,171.5,1,2,1,9,1,40,7,0,0,0.0303,0,0,0,0,4,3,1
TCK-004026,Redes Sociais,Faturamento,Problema Técnico,Média,Free,Sul,45,278.4,0,22,0,10,0,56,11,0,0,0.0222,0,0,0,0,3,2,0
TCK-004027,Email,Plataforma Web,Bug / Defeito,Média,Free,Nordeste,30,86.7,0,3,1,3,0,61,10,0,0,0.02,1,0,0,1,3,2,0
TCK-004028,Formulário Web,App Mobile,Problema Técnico,Média,Free,Centro-Oeste,54,154.2,0,2,5,12,0,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-004029,Redes Sociais,API,Problema Técnico,Média,Free,Centro-Oeste,8,103.6,0,23,3,7,1,56,11,0,0,0.0222,0,0,0,0,3,2,0
TCK-004030,Email,Relatórios,Bug / Defeito,Média,Basic,Sudeste,64,139.8,0,14,6,11,0,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-004031,Chat,Relatórios,Bug / Defeito,Baixa,Premium,Centro-Oeste,54,202.4,0,15,2,11,0,46,9,0,0,0.0303,2,0,0,1,3,2,0
TCK-004032,Email,Plataforma Web,Problema Técnico,Baixa,Basic,Sul,54,217.0,0,14,1,11,0,56,11,0,0,0.0222,0,0,0,0,3,2,0
TCK-004033,Redes Sociais,API,Dúvida / Como Fazer,Baixa,Basic,Centro-Oeste,74,249.5,0,14,6,1,0,53,9,0,0,0.0227,0,0,0,0,3,2,0
TCK-004034,Email,Plataforma Web,Problema Técnico,Média,Enterprise,Sudeste,59,387.9,0,5,6,7,0,56,11,0,0,0.0222,0,0,0,0,3,2,0
TCK-004035,Chat,API,Faturamento,Média,Premium,Norte,50,89.3,0,17,6,3,0,59,9,1,0,0.0204,0,0,0,0,3,2,0
TCK-004036,Formulário Web,Faturamento,Cancelamento,Baixa,Enterprise,Sudeste,37,285.2,0,0,4,4,0,55,8,0,0,0.0217,1,0,1,0,3,2,0
TCK-004037,Formulário Web,Integrações,Dúvida / Como Fazer,Baixa,Basic,Centro-Oeste,39,215.9,0,22,6,9,0,56,10,1,0,0.0217,0,0,0,0,3,2,0
TCK-004038,Chat,App Mobile,Cancelamento,Baixa,Free,Centro-Oeste,28,110.7,0,16,5,5,0,55,8,0,0,0.0217,1,0,1,0,3,2,0
TCK-004039,Telefone,App Mobile,Problema Técnico,Média,Basic,Sudeste,44,56.2,0,23,1,4,0,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-004040,Email,Plataforma Web,Dúvida / Como Fazer,Média,Premium,Sudeste,7,172.7,0,7,1,12,0,56,10,1,0,0.0217,0,0,0,0,3,2,0
TCK-004041,Email,App Mobile,Acesso e Conta,Alta,Basic,Sudeste,14,33.5,0,8,2,12,0,54,10,0,0,0.0233,0,0,0,0,3,2,0
TCK-004042,Formulário Web,Integrações,Bug / Defeito,Alta,Free,Centro-Oeste,7,29.2,0,22,0,10,1,46,9,0,0,0.0303,2,0,0,1,3,2,0
TCK-004043,Email,Integrações,Solicitação de Recurso,Média,Premium,Norte,49,298.3,0,4,3,6,1,123,21,0,0,0.03,0,0,0,0,3,2,0
TCK-004044,Email,Relatórios,Faturamento,Média,Free,Sul,10,119.5,0,15,2,10,0,59,9,1,0,0.0204,0,0,0,0,3,2,0
TCK-004045,Redes Sociais,API,Problema Técnico,Alta,Basic,Centro-Oeste,32,63.7,0,0,2,4,0,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-004046,Redes Sociais,Relatórios,Cancelamento,Crítica,Basic,Sudeste,0,14.2,1,4,1,3,1,55,8,0,0,0.0217,1,0,1,0,4,3,1
TCK-004047,Telefone,App Mobile,Dúvida / Como Fazer,Alta,Premium,Nordeste,16,36.0,0,1,4,6,0,56,10,1,0,0.0217,0,0,0,0,3,2,0
TCK-004048,Telefone,Plataforma Web,Bug / Defeito,Baixa,Basic,Sudeste,18,145.3,0,8,5,12,0,46,9,0,0,0.0303,2,0,0,1,3,2,0
TCK-004049,Email,App Mobile,Faturamento,Média,Premium,Nordeste,34,117.0,0,16,6,3,0,167,29,0,0,0.0224,2,1,0,0,3,2,0
TCK-004050,Chat,Relatórios,Solicitação de Recurso,Alta,Premium,Norte,68,62.1,0,4,4,7,1,40,7,0,0,0.0303,0,0,0,0,3,2,0
TCK-004051,Chat,Plataforma Web,Faturamento,Média,Free,Centro-Oeste,77,351.1,0,10,3,6,0,62,11,0,0,0.02,1,1,0,0,3,2,0
TCK-004052,Telefone,Integrações,Dúvida / Como Fazer,Alta,Enterprise,Sul,59,66.5,0,13,1,12,0,53,9,0,0,0.0227,0,0,0,0,3,2,0
TCK-004053,Email,Faturamento,Dúvida / Como Fazer,Média,Premium,Sudeste,57,257.5,0,18,0,12,0,149,25,0,0,0.0246,0,0,0,0,3,2,0
TCK-004054,Email,Integrações,Cancelamento,Baixa,Basic,Nordeste,34,407.1,0,5,0,9,0,153,23,0,0,0.0238,2,0,1,0,3,2,0
TCK-004055,Telefone,App Mobile,Bug / Defeito,Média,Premium,Norte,29,123.9,0,18,0,10,0,46,9,0,0,0.0303,2,0,0,1,3,2,0
TCK-004056,Redes Sociais,App Mobile,Problema Técnico,Baixa,Premium,Sul,0,214.7,0,3,5,3,0,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-004057,Email,App Mobile,Problema Técnico,Alta,Free,Nordeste,40,40.1,0,8,1,12,1,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-004058,Formulário Web,Faturamento,Faturamento,Baixa,Premium,Sudeste,39,145.6,0,17,5,8,0,45,8,0,0,0.027,0,0,0,0,3,2,0
TCK-004059,Email,Plataforma Web,Acesso e Conta,Alta,Basic,Centro-Oeste,31,63.8,0,14,5,8,0,98,17,0,0,0.0256,0,0,0,0,3,2,0
TCK-004060,Email,Integrações,Faturamento,Média,Basic,Sudeste,71,327.3,0,11,3,9,0,167,29,0,0,0.0224,2,1,0,0,3,2,0
TCK-004061,Chat,Integrações,Problema Técnico,Média,Free,Centro-Oeste,3,153.7,0,7,2,9,0,56,11,0,0,0.0222,0,0,0,0,3,2,0
TCK-004062,Chat,Plataforma Web,Bug / Defeito,Alta,Premium,Nordeste,73,70.7,0,13,6,4,1,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-004063,Redes Sociais,Integrações,Solicitação de Recurso,Baixa,Basic,Sul,31,371.6,0,4,4,10,1,57,9,1,0,0.0208,0,0,0,0,3,2,0
TCK-004064,Email,App Mobile,Solicitação de Recurso,Média,Enterprise,Centro-Oeste,40,115.7,0,13,2,12,1,55,8,0,0,0.0638,0,0,0,0,3,2,0
TCK-004065,Chat,Plataforma Web,Problema Técnico,Baixa,Basic,Nordeste,54,187.4,0,20,2,6,0,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-004066,Formulário Web,Plataforma Web,Faturamento,Média,Free,Centro-Oeste,15,96.9,0,19,6,3,0,133,23,0,0,0.0278,0,0,0,0,3,2,0
TCK-004067,Chat,API,Problema Técnico,Baixa,Basic,Centro-Oeste,57,231.2,0,6,3,8,0,56,11,0,0,0.0222,0,0,0,0,3,2,0
TCK-004068,Formulário Web,Faturamento,Problema Técnico,Média,Basic,Sudeste,34,111.3,0,6,1,6,0,56,11,0,0,0.0222,0,0,0,0,3,2,0
TCK-004069,Chat,Faturamento,Bug / Defeito,Alta,Basic,Nordeste,59,69.2,1,18,3,12,1,90,16,0,0,0.0294,2,0,0,1,4,3,1
TCK-004070,Formulário Web,Plataforma Web,Bug / Defeito,Média,Basic,Sudeste,55,157.9,0,1,5,8,0,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-004071,Redes Sociais,Integrações,Acesso e Conta,Alta,Basic,Norte,28,58.6,0,22,1,1,0,64,9,0,0,0.037,1,0,0,0,3,2,0
TCK-004072,Redes Sociais,Plataforma Web,Problema Técnico,Alta,Free,Centro-Oeste,24,56.4,0,3,5,4,1,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-004073,Email,Relatórios,Solicitação de Recurso,Baixa,Free,Sul,56,261.5,0,1,5,10,0,55,8,0,0,0.0638,0,0,0,0,3,2,0
TCK-004074,Chat,Relatórios,Bug / Defeito,Baixa,Premium,Norte,30,382.3,0,18,1,3,0,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-004075,Email,Faturamento,Dúvida / Como Fazer,Média,Free,Centro-Oeste,28,156.4,0,19,3,3,0,57,10,1,0,0.0213,0,0,0,0,3,2,0
TCK-004076,Chat,API,Dúvida / Como Fazer,Média,Premium,Sul,28,95.2,0,4,3,6,0,53,9,0,0,0.0227,0,0,0,0,3,2,0
TCK-004077,Telefone,Integrações,Faturamento,Baixa,Free,Centro-Oeste,69,276.5,0,14,4,6,0,59,9,1,0,0.0204,0,0,0,0,3,2,0
TCK-004078,Chat,App Mobile,Bug / Defeito,Baixa,Basic,Sudeste,17,149.8,0,3,4,3,0,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-004079,Email,Integrações,Acesso e Conta,Média,Free,Sul,34,160.9,0,0,3,6,0,64,9,0,0,0.037,1,0,0,0,3,2,0
TCK-004080,Chat,Faturamento,Faturamento,Baixa,Basic,Nordeste,26,80.9,0,11,6,9,0,45,8,0,0,0.027,0,0,0,0,3,2,0
TCK-004081,Formulário Web,Plataforma Web,Problema Técnico,Baixa,Free,Nordeste,29,192.3,0,20,0,2,0,55,10,0,0,0.0222,0,0,0,0,3,2,0
TCK-004082,Telefone,Relatórios,Faturamento,Baixa,Premium,Sul,55,160.4,0,12,6,9,0,59,9,1,0,0.0204,0,0,0,0,3,2,0
TCK-004083,Formulário Web,API,Cancelamento,Média,Premium,Centro-Oeste,42,124.6,0,16,5,9,0,145,23,0,0,0.025,2,0,0,1,3,2,0
TCK-004084,Email,Plataforma Web,Dúvida / Como Fazer,Alta,Basic,Sudeste,61,70.8,0,12,5,12,0,53,9,0,0,0.0227,0,0,0,0,3,2,0
TCK-004085,Formulário Web,Faturamento,Dúvida / Como Fazer,Crítica,Premium,Nordeste,21,35.1,0,8,3,1,0,53,9,0,0,0.0227,0,0,0,0,3,2,0
TCK-004086,Redes Sociais,Integrações,Faturamento,Baixa,Basic,Norte,21,212.0,0,20,2,8,0,59,9,1,0,0.0204,0,0,0,0,3,2,0
TCK-004087,Formulário Web,Relatórios,Problema Técnico,Baixa,Premium,Norte,32,218.4,0,12,6,1,0,56,11,0,0,0.0222,0,0,0,0,3,2,0
TCK-004088,Email,Plataforma Web,Bug / Defeito,Média,Enterprise,Nordeste,31,120.3,0,20,1,10,0,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-004089,Email,Relatórios,Problema Técnico,Alta,Basic,Sudeste,63,114.5,0,17,6,2,1,55,10,0,0,0.0222,0,0,0,0,3,2,0
TCK-004090,Telefone,Faturamento,Dúvida / Como Fazer,Média,Free,Nordeste,60,204.8,0,16,5,1,0,57,10,1,0,0.0213,0,0,0,0,3,2,0
TCK-004091,Formulário Web,Integrações,Dúvida / Como Fazer,Baixa,Enterprise,Norte,28,193.6,0,6,2,12,0,53,9,0,0,0.0227,0,0,0,0,3,2,0
TCK-004092,Email,API,Solicitação de Recurso,Crítica,Premium,Sul,32,37.1,0,15,1,6,1,55,8,0,0,0.0638,0,0,0,0,3,2,0
TCK-004093,Formulário Web,Relatórios,Acesso e Conta,Média,Premium,Norte,51,97.0,0,19,3,12,0,64,9,0,0,0.037,1,0,0,0,3,2,0
TCK-004094,Chat,API,Bug / Defeito,Baixa,Basic,Centro-Oeste,46,237.4,0,9,6,6,0,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-004095,Chat,App Mobile,Bug / Defeito,Baixa,Enterprise,Nordeste,55,159.5,1,21,0,7,0,46,9,0,0,0.0303,2,0,0,1,4,3,1
TCK-004096,Email,API,Problema Técnico,Média,Basic,Centro-Oeste,27,126.1,0,22,3,5,0,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-004097,Chat,Plataforma Web,Bug / Defeito,Baixa,Basic,Centro-Oeste,62,386.4,0,7,6,1,0,61,10,0,0,0.02,1,0,0,1,3,2,0
TCK-004098,Email,API,Bug / Defeito,Baixa,Basic,Centro-Oeste,67,206.2,0,12,3,4,0,61,10,0,0,0.02,1,0,0,1,3,2,0
TCK-004099,Telefone,Relatórios,Solicitação de Recurso,Média,Basic,Nordeste,51,128.5,1,12,0,8,1,40,7,0,0,0.0303,0,0,0,0,4,3,1
TCK-004100,Email,Relatórios,Faturamento,Baixa,Premium,Sul,54,440.3,0,6,0,9,0,45,8,0,0,0.027,0,0,0,0,3,2,0
TCK-004101,Email,Relatórios,Bug / Defeito,Baixa,Enterprise,Sudeste,17,266.5,0,3,0,4,0,135,25,0,0,0.03,4,0,0,1,3,2,0
TCK-004102,Email,Plataforma Web,Cancelamento,Média,Premium,Sudeste,36,98.0,0,19,4,4,0,51,8,0,0,0.0233,1,0,0,1,3,2,0
TCK-004103,Formulário Web,Relatórios,Solicitação de Recurso,Baixa,Premium,Sudeste,27,456.6,0,1,6,2,1,55,8,0,0,0.0638,0,0,0,0,3,2,0
TCK-004104,Email,Integrações,Faturamento,Alta,Premium,Nordeste,23,59.4,0,13,5,10,0,133,23,0,0,0.0278,0,0,0,0,3,2,0
TCK-004105,Telefone,Plataforma Web,Dúvida / Como Fazer,Baixa,Premium,Sul,42,162.4,0,23,6,12,0,57,10,1,0,0.0213,0,0,0,0,3,2,0
TCK-004106,Telefone,Faturamento,Acesso e Conta,Alta,Premium,Centro-Oeste,50,86.9,0,2,3,7,0,64,12,0,0,0.0192,0,0,0,0,3,2,0
TCK-004107,Redes Sociais,App Mobile,Dúvida / Como Fazer,Média,Basic,Centro-Oeste,54,108.2,0,17,6,5,0,53,9,0,0,0.0227,0,0,0,0,3,2,0
TCK-004108,Chat,Faturamento,Dúvida / Como Fazer,Média,Basic,Sul,40,61.2,0,3,3,6,0,53,9,0,0,0.0227,0,0,0,0,3,2,0
TCK-004109,Email,App Mobile,Faturamento,Crítica,Free,Centro-Oeste,61,47.3,0,10,1,9,1,62,11,0,0,0.02,1,1,0,0,3,2,0
TCK-004110,Telefone,Faturamento,Problema Técnico,Média,Free,Nordeste,54,139.9,0,12,5,3,0,55,10,0,0,0.0222,0,0,0,0,3,2,0
TCK-004111,Email,Relatórios,Bug / Defeito,Alta,Basic,Sul,28,69.2,1,6,6,11,1,61,10,0,0,0.02,1,0,0,1,4,3,1
TCK-004112,Email,Relatórios,Problema Técnico,Baixa,Basic,Nordeste,27,413.2,0,22,2,8,0,56,11,0,0,0.0222,0,0,0,0,3,2,0
TCK-004113,Chat,Relatórios,Acesso e Conta,Média,Basic,Nordeste,24,62.3,0,1,5,12,0,171,31,0,0,0.0217,0,0,0,0,3,2,0
TCK-004114,Chat,App Mobile,Acesso e Conta,Média,Basic,Nordeste,29,91.7,0,17,4,10,0,64,9,0,0,0.037,1,0,0,0,3,2,0
TCK-004115,Formulário Web,Relatórios,Bug / Defeito,Baixa,Free,Centro-Oeste,43,312.0,0,4,3,4,0,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-004116,Telefone,App Mobile,Acesso e Conta,Baixa,Basic,Nordeste,0,238.0,0,23,0,1,0,54,10,0,0,0.0233,0,0,0,0,3,2,0
TCK-004117,Formulário Web,Faturamento,Acesso e Conta,Crítica,Basic,Centro-Oeste,13,44.2,0,22,0,9,0,64,12,0,0,0.0192,0,0,0,0,3,2,0
TCK-004118,Email,Plataforma Web,Bug / Defeito,Média,Basic,Sudeste,48,388.6,0,18,3,7,1,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-004119,Email,Relatórios,Faturamento,Média,Free,Sudeste,43,108.5,0,13,2,12,0,59,9,1,0,0.0204,0,0,0,0,3,2,0
TCK-004120,Email,Integrações,Problema Técnico,Média,Free,Centro-Oeste,25,115.0,0,6,5,2,0,155,29,0,0,0.0242,0,0,0,0,3,2,0
