ticket_id,created_at,channel,product,category,priority,customer_tier,customer_id,agent_id,region,backlog_at_creation,first_response_minutes,resolution_minutes,reopened,csat_score,csat_missing,created_date,created_hour,created_weekday,created_month,sla_minutes,sla_breach
TCK-003186,2025-04-17 01:27:00,Chat,Integrações,Problema Técnico,Baixa,Basic,CUST-01716,AGT-021,Centro-Oeste,22,137.4,852.6,0,,1,2025-04-17,1,3,4,2880,0
TCK-003187,2025-10-26 09:02:00,Redes Sociais,Integrações,Acesso e Conta,Baixa,Premium,CUST-00135,AGT-041,Sul,39,356.2,539.3,0,4.0,0,2025-10-26,9,6,10,2880,0
TCK-003188,2025-12-05 02:49:00,Chat,Integrações,Cancelamento,Média,Free,CUST-00886,AGT-067,Norte,26,200.7,607.6,0,4.0,0,2025-12-05,2,4,12,1440,0
TCK-003189,2025-07-30 05:57:00,Email,Integrações,Bug / Defeito,Média,Free,CUST-01012,AGT-051,Norte,30,123.1,2539.1,1,2.0,0,2025-07-30,5,2,7,1440,1
TCK-003190,2025-07-17 19:11:00,Redes Sociais,Faturamento,Cancelamento,Alta,Premium,CUST-00770,AGT-062,Norte,46,94.3,417.0,0,4.0,0,2025-07-17,19,3,7,480,0
TCK-003191,2025-04-01 09:33:00,Email,Faturamento,Acesso e Conta,Baixa,Basic,CUST-01852,AGT-067,Norte,66,142.8,346.9,0,,1,2025-04-01,9,1,4,2880,0
TCK-003192,2025-06-11 09:16:00,Chat,App Mobile,Acesso e Conta,Média,Enterprise,CUST-00032,AGT-012,Norte,40,147.1,239.1,0,,1,2025-06-11,9,2,6,1440,0
TCK-003193,2025-09-26 03:15:00,Chat,Plataforma Web,Problema Técnico,Alta,Basic,CUST-02058,AGT-029,Sudeste,42,63.3,651.1,0,4.0,0,2025-09-26,3,4,9,480,1
TCK-003194,2025-05-13 00:18:00,Email,API,Bug / Defeito,Baixa,Basic,CUST-01814,AGT-039,Sul,22,128.1,2004.1,0,,1,2025-05-13,0,1,5,2880,0
TCK-003195,2025-03-08 03:28:00,Formulário Web,Integrações,Acesso e Conta,Alta,Premium,CUST-00329,AGT-015,Norte,34,45.3,136.7,0,4.0,0,2025-03-08,3,5,3,480,0
TCK-003196,2025-02-19 07:36:00,Email,Plataforma Web,Faturamento,Alta,Free,CUST-02528,AGT-049,Sudeste,37,57.5,535.9,1,1.0,0,2025-02-19,7,2,2,480,1
TCK-003197,2025-12-26 13:36:00,Telefone,Relatórios,Bug / Defeito,Baixa,Free,CUST-01027,AGT-068,Sul,7,234.2,3961.2,0,2.0,0,2025-12-26,13,4,12,2880,1
TCK-003198,2025-04-09 08:18:00,Formulário Web,Plataforma Web,Problema Técnico,Média,Basic,CUST-01547,AGT-025,Sul,23,149.8,563.5,0,,1,2025-04-09,8,2,4,1440,0
TCK-003199,2025-01-04 18:35:00,Email,App Mobile,Dúvida / Como Fazer,Média,Free,CUST-00726,AGT-053,Norte,15,85.8,226.4,0,,1,2025-01-04,18,5,1,1440,0
TCK-003200,2025-06-07 02:01:00,Redes Sociais,API,Problema Técnico,Média,Basic,CUST-00049,AGT-025,Norte,39,243.8,1112.5,0,,1,2025-06-07,2,5,6,1440,0
TCK-003201,2025-09-09 04:54:00,Email,App Mobile,Bug / Defeito,Baixa,Basic,CUST-00759,AGT-010,Centro-Oeste,15,317.5,1304.7,0,4.0,0,2025-09-09,4,1,9,2880,0
TCK-003202,2025-07-30 17:43:00,Telefone,Plataforma Web,Solicitação de Recurso,Alta,Free,CUST-01428,AGT-026,Norte,48,37.7,1291.0,1,2.0,0,2025-07-30,17,2,7,480,1
TCK-003203,2025-02-07 04:00:00,Formulário Web,App Mobile,Acesso e Conta,Média,Enterprise,CUST-00926,AGT-026,Centro-Oeste,20,109.1,186.8,0,,1,2025-02-07,4,4,2,1440,0
TCK-003204,2025-12-21 18:25:00,Formulário Web,Plataforma Web,Problema Técnico,Crítica,Free,CUST-01071,AGT-035,Sul,49,48.1,833.2,0,,1,2025-12-21,18,6,12,240,1
TCK-003205,2025-12-31 18:37:00,Email,App Mobile,Faturamento,Baixa,Basic,CUST-00254,AGT-025,Norte,88,208.9,844.5,0,,1,2025-12-31,18,2,12,2880,0
TCK-003206,2025-09-05 04:03:00,Chat,Plataforma Web,Solicitação de Recurso,Baixa,Free,CUST-02329,AGT-006,Centro-Oeste,21,161.6,2718.1,0,4.0,0,2025-09-05,4,4,9,2880,0
TCK-003207,2025-08-24 07:24:00,Formulário Web,Relatórios,Problema Técnico,Baixa,Basic,CUST-02001,AGT-041,Sudeste,0,288.6,896.1,0,5.0,0,2025-08-24,7,6,8,2880,0
TCK-003208,2025-11-13 09:33:00,Email,App Mobile,Problema Técnico,Média,Free,CUST-01109,AGT-016,Nordeste,72,164.4,1286.7,0,4.0,0,2025-11-13,9,3,11,1440,0
TCK-003209,2025-05-10 10:44:00,Redes Sociais,API,Dúvida / Como Fazer,Alta,Basic,CUST-01150,AGT-034,Centro-Oeste,53,51.9,202.1,0,,1,2025-05-10,10,5,5,480,0
TCK-003210,2025-04-27 16:06:00,Chat,App Mobile,Solicitação de Recurso,Média,Free,CUST-00856,AGT-069,Nordeste,69,299.9,3702.0,0,3.0,0,2025-04-27,16,6,4,1440,1
TCK-003211,2025-01-25 03:22:00,Chat,Relatórios,Faturamento,Média,Basic,CUST-02446,AGT-055,Norte,0,62.2,251.9,0,,1,2025-01-25,3,5,1,1440,0
TCK-003212,2025-11-14 02:01:00,Chat,Integrações,Solicitação de Recurso,Baixa,Basic,CUST-02484,AGT-069,Centro-Oeste,24,217.7,1508.8,0,5.0,0,2025-11-14,2,4,11,2880,0
TCK-003213,2025-03-07 04:15:00,Email,Faturamento,Dúvida / Como Fazer,Baixa,Basic,CUST-00257,AGT-015,Nordeste,43,464.1,621.0,0,4.0,0,2025-03-07,4,4,3,2880,0
TCK-003214,2025-10-13 18:34:00,Formulário Web,App Mobile,Bug / Defeito,Alta,Basic,CUST-00642,AGT-040,Norte,35,51.3,763.6,0,3.0,0,2025-10-13,18,0,10,480,1
TCK-003215,2025-04-03 22:42:00,Redes Sociais,Faturamento,Acesso e Conta,Baixa,Free,CUST-01035,AGT-004,Centro-Oeste,32,165.8,549.9,0,5.0,0,2025-04-03,22,3,4,2880,0
TCK-003216,2025-08-14 19:24:00,Email,Faturamento,Solicitação de Recurso,Média,Basic,CUST-02083,AGT-051,Norte,48,308.6,2926.6,0,3.0,0,2025-08-14,19,3,8,1440,1
TCK-003217,2025-10-09 09:02:00,Email,Integrações,Problema Técnico,Alta,Basic,CUST-02308,AGT-036,Centro-Oeste,62,96.4,848.2,0,2.0,0,2025-10-09,9,3,10,480,1
TCK-003218,2025-07-21 22:09:00,Telefone,Integrações,Dúvida / Como Fazer,Média,Enterprise,CUST-00211,AGT-048,Sudeste,28,59.8,190.1,0,5.0,0,2025-07-21,22,0,7,1440,0
TCK-003219,2025-03-10 18:59:00,Telefone,App Mobile,Dúvida / Como Fazer,Crítica,Basic,CUST-01346,AGT-042,Norte,48,38.5,148.7,0,5.0,0,2025-03-10,18,0,3,240,0
TCK-003220,2025-07-16 18:46:00,Telefone,Relatórios,Problema Técnico,Baixa,Premium,CUST-01235,AGT-041,Sudeste,64,129.6,1407.5,0,3.0,0,2025-07-16,18,2,7,2880,0
TCK-003221,2025-04-07 15:50:00,Chat,Relatórios,Problema Técnico,Alta,Basic,CUST-01236,AGT-013,Sudeste,36,57.9,839.8,0,2.0,0,2025-04-07,15,0,4,480,1
TCK-003222,2025-04-10 22:54:00,Redes Sociais,App Mobile,Faturamento,Baixa,Free,CUST-01543,AGT-045,Norte,42,226.3,1066.3,0,4.0,0,2025-04-10,22,3,4,2880,0
TCK-003223,2025-06-04 10:12:00,Redes Sociais,Plataforma Web,Solicitação de Recurso,Baixa,Enterprise,CUST-01235,AGT-032,Sul,31,354.0,2961.2,0,,1,2025-06-04,10,2,6,2880,1
TCK-003224,2025-04-15 17:04:00,Email,Integrações,Solicitação de Recurso,Alta,Basic,CUST-01461,AGT-031,Sul,51,69.6,1266.5,0,3.0,0,2025-04-15,17,1,4,480,1
TCK-003225,2025-12-26 12:13:00,Formulário Web,API,Acesso e Conta,Média,Premium,CUST-01095,AGT-010,Sudeste,68,269.8,528.3,0,5.0,0,2025-12-26,12,4,12,1440,0
TCK-003226,2025-07-08 13:54:00,Email,API,Solicitação de Recurso,Média,Premium,CUST-01555,AGT-054,Norte,47,103.1,970.1,0,,1,2025-07-08,13,1,7,1440,0
TCK-003227,2025-11-06 08:04:00,Formulário Web,Integrações,Faturamento,Crítica,Basic,CUST-00367,AGT-021,Norte,16,17.0,191.6,0,,1,2025-11-06,8,3,11,240,0
TCK-003228,2025-12-21 21:11:00,Telefone,App Mobile,Acesso e Conta,Média,Free,CUST-00429,AGT-063,Centro-Oeste,17,51.1,180.5,0,5.0,0,2025-12-21,21,6,12,1440,0
TCK-003229,2025-04-04 22:33:00,Email,Relatórios,Cancelamento,Média,Free,CUST-00422,AGT-040,Sul,18,144.2,773.0,0,4.0,0,2025-04-04,22,4,4,1440,0
TCK-003230,2025-01-17 11:53:00,Formulário Web,App Mobile,Cancelamento,Média,Premium,CUST-00208,AGT-041,Nordeste,62,85.6,337.1,0,4.0,0,2025-01-17,11,4,1,1440,0
TCK-003231,2025-07-05 11:31:00,Email,Plataforma Web,Solicitação de Recurso,Crítica,Basic,CUST-01844,AGT-023,Norte,40,33.7,1368.9,0,,1,2025-07-05,11,5,7,240,1
TCK-003232,2025-12-13 13:31:00,Email,API,Cancelamento,Baixa,Premium,CUST-02115,AGT-001,Nordeste,74,356.9,918.0,0,5.0,0,2025-12-13,13,5,12,2880,0
TCK-003233,2025-04-19 23:44:00,Redes Sociais,API,Solicitação de Recurso,Alta,Basic,CUST-01937,AGT-069,Nordeste,33,56.2,4352.9,1,,1,2025-04-19,23,5,4,480,1
TCK-003234,2025-11-03 07:12:00,Chat,Relatórios,Cancelamento,Crítica,Basic,CUST-00577,AGT-058,Sudeste,46,44.6,196.7,0,4.0,0,2025-11-03,7,0,11,240,0
TCK-003235,2025-11-05 13:52:00,Chat,API,Dúvida / Como Fazer,Crítica,Enterprise,CUST-01870,AGT-010,Norte,49,39.6,189.8,0,3.0,0,2025-11-05,13,2,11,240,0
TCK-003236,2025-07-27 12:23:00,Email,API,Problema Técnico,Baixa,Basic,CUST-02582,AGT-026,Centro-Oeste,54,287.2,2650.4,1,,1,2025-07-27,12,6,7,2880,0
TCK-003237,2025-05-19 14:05:00,Formulário Web,Plataforma Web,Cancelamento,Alta,Premium,CUST-00602,AGT-058,Sul,44,58.8,288.0,0,3.0,0,2025-05-19,14,0,5,480,0
TCK-003238,2025-08-16 11:30:00,Chat,Faturamento,Faturamento,Média,Enterprise,CUST-01440,AGT-060,Sudeste,56,153.6,456.9,0,,1,2025-08-16,11,5,8,1440,0
TCK-003239,2025-04-26 04:22:00,Email,API,Dúvida / Como Fazer,Média,Basic,CUST-01581,AGT-036,Norte,2,131.2,183.7,0,,1,2025-04-26,4,5,4,1440,0
TCK-003240,2025-07-10 13:10:00,Chat,Relatórios,Bug / Defeito,Baixa,Enterprise,CUST-02490,AGT-041,Norte,64,175.1,1715.3,0,4.0,0,2025-07-10,13,3,7,2880,0
TCK-003241,2025-02-26 01:03:00,Redes Sociais,Integrações,Dúvida / Como Fazer,Baixa,Free,CUST-01472,AGT-069,Sul,60,211.0,420.3,0,,1,2025-02-26,1,2,2,2880,0
TCK-003242,2025-07-17 23:05:00,Chat,Relatórios,Problema Técnico,Baixa,Enterprise,CUST-02044,AGT-066,Sudeste,7,196.9,1256.2,0,,1,2025-07-17,23,3,7,2880,0
TCK-003243,2025-01-04 08:11:00,Email,Relatórios,Problema Técnico,Alta,Free,CUST-00893,AGT-037,Norte,48,66.4,1827.7,0,,1,2025-01-04,8,5,1,480,1
TCK-003244,2025-05-26 20:42:00,Chat,App Mobile,Dúvida / Como Fazer,Média,Premium,CUST-01608,AGT-005,Centro-Oeste,66,74.5,272.7,0,4.0,0,2025-05-26,20,0,5,1440,0
TCK-003245,2025-03-31 20:26:00,Formulário Web,Relatórios,Faturamento,Média,Free,CUST-00223,AGT-057,Sudeste,51,219.3,593.5,0,4.0,0,2025-03-31,20,0,3,1440,0
TCK-003246,2025-06-17 00:10:00,Formulário Web,Relatórios,Bug / Defeito,Média,Premium,CUST-01996,AGT-039,Nordeste,51,138.7,1150.0,0,,1,2025-06-17,0,1,6,1440,0
TCK-003247,2025-12-12 02:57:00,Redes Sociais,App Mobile,Acesso e Conta,Média,Basic,CUST-02306,AGT-043,Nordeste,56,107.6,300.6,0,,1,2025-12-12,2,4,12,1440,0
TCK-003248,2025-07-20 17:03:00,Chat,API,Acesso e Conta,Alta,Free,CUST-02450,AGT-016,Sul,42,35.0,202.7,0,,1,2025-07-20,17,6,7,480,0
TCK-003249,2025-10-09 13:19:00,Formulário Web,API,Dúvida / Como Fazer,Média,Free,CUST-01045,AGT-066,Nordeste,61,89.8,223.0,0,5.0,0,2025-10-09,13,3,10,1440,0
TCK-003250,2025-03-03 02:55:00,Formulário Web,Relatórios,Acesso e Conta,Média,Free,CUST-00993,AGT-004,Nordeste,21,99.1,314.9,0,,1,2025-03-03,2,0,3,1440,0
TCK-003251,2025-04-15 00:21:00,Chat,Integrações,Cancelamento,Média,Free,CUST-00558,AGT-039,Sudeste,35,89.5,450.8,0,,1,2025-04-15,0,1,4,1440,0
TCK-003252,2025-04-28 08:13:00,Chat,Plataforma Web,Bug / Defeito,Média,Free,CUST-00466,AGT-005,Sudeste,43,225.3,744.1,0,4.0,0,2025-04-28,8,0,4,1440,0
TCK-003253,2025-01-11 06:39:00,Telefone,Relatórios,Problema Técnico,Baixa,Basic,CUST-02438,AGT-029,Centro-Oeste,22,128.8,1244.0,0,4.0,0,2025-01-11,6,5,1,2880,0
TCK-003254,2025-04-23 19:19:00,Email,App Mobile,Bug / Defeito,Alta,Basic,CUST-01606,AGT-008,Centro-Oeste,43,114.8,1276.8,1,3.0,0,2025-04-23,19,2,4,480,1
TCK-003255,2025-09-16 16:54:00,Email,API,Dúvida / Como Fazer,Baixa,Basic,CUST-02199,AGT-067,Sudeste,37,416.2,535.7,0,4.0,0,2025-09-16,16,1,9,2880,0
TCK-003256,2025-10-20 15:00:00,Formulário Web,App Mobile,Problema Técnico,Média,Enterprise,CUST-00026,AGT-065,Sudeste,48,126.5,943.8,1,3.0,0,2025-10-20,15,0,10,1440,0
TCK-003257,2025-12-05 08:15:00,Email,App Mobile,Solicitação de Recurso,Média,Premium,CUST-02229,AGT-004,Sul,25,189.1,4154.6,0,,1,2025-12-05,8,4,12,1440,1
TCK-003258,2025-09-11 22:36:00,Formulário Web,Integrações,Acesso e Conta,Crítica,Enterprise,CUST-01215,AGT-066,Nordeste,13,19.6,80.2,0,4.0,0,2025-09-11,22,3,9,240,0
TCK-003259,2025-07-14 17:14:00,Email,Faturamento,Acesso e Conta,Média,Free,CUST-00897,AGT-033,Sudeste,30,73.1,285.7,0,5.0,0,2025-07-14,17,0,7,1440,0
TCK-003260,2025-04-19 19:13:00,Telefone,Faturamento,Cancelamento,Baixa,Enterprise,CUST-01605,AGT-048,Nordeste,31,218.9,425.0,0,3.0,0,2025-04-19,19,5,4,2880,0
TCK-003261,2025-04-03 21:27:00,Email,Relatórios,Dúvida / Como Fazer,Baixa,Basic,CUST-01511,AGT-009,Sul,51,321.7,474.6,0,5.0,0,2025-04-03,21,3,4,2880,0
TCK-003262,2025-03-21 08:29:00,Email,API,Dúvida / Como Fazer,Média,Free,CUST-01165,AGT-032,Centro-Oeste,21,69.0,182.4,0,5.0,0,2025-03-21,8,4,3,1440,0
TCK-003263,2025-10-12 13:06:00,Telefone,API,Problema Técnico,Média,Premium,CUST-00112,AGT-001,Sul,26,89.0,629.3,0,4.0,0,2025-10-12,13,6,10,1440,0
TCK-003264,2025-11-29 22:08:00,Telefone,App Mobile,Bug / Defeito,Média,Premium,CUST-01722,AGT-059,Sul,63,145.5,717.8,0,,1,2025-11-29,22,5,11,1440,0
TCK-003265,2025-07-23 05:13:00,Formulário Web,Plataforma Web,Cancelamento,Baixa,Basic,CUST-01062,AGT-036,Centro-Oeste,12,252.1,773.4,0,,1,2025-07-23,5,2,7,2880,0
TCK-003266,2025-06-14 16:41:00,Email,Faturamento,Acesso e Conta,Alta,Free,CUST-00955,AGT-037,Centro-Oeste,63,66.7,323.6,0,4.0,0,2025-06-14,16,5,6,480,0
TCK-003267,2025-02-28 06:10:00,Email,Plataforma Web,Acesso e Conta,Média,Basic,CUST-02094,AGT-045,Norte,36,130.9,355.5,0,,1,2025-02-28,6,4,2,1440,0
TCK-003268,2025-03-26 16:03:00,Telefone,API,Faturamento,Baixa,Free,CUST-00517,AGT-058,Centro-Oeste,38,563.2,1355.2,0,,1,2025-03-26,16,2,3,2880,0
TCK-003269,2025-12-06 06:30:00,Formulário Web,Faturamento,Cancelamento,Alta,Basic,CUST-00864,AGT-006,Centro-Oeste,30,54.1,337.0,0,4.0,0,2025-12-06,6,5,12,480,0
TCK-003270,2025-10-25 21:30:00,Redes Sociais,Integrações,Acesso e Conta,Baixa,Free,CUST-00514,AGT-025,Sul,43,400.7,734.1,0,4.0,0,2025-10-25,21,5,10,2880,0
TCK-003271,2025-01-31 00:44:00,Telefone,Faturamento,Cancelamento,Média,Premium,CUST-01234,AGT-050,Sudeste,16,100.7,951.2,1,,1,2025-01-31,0,4,1,1440,0
TCK-003272,2025-11-20 02:53:00,Formulário Web,Integrações,Acesso e Conta,Baixa,Basic,CUST-01746,AGT-022,Centro-Oeste,28,217.3,421.7,0,,1,2025-11-20,2,3,11,2880,0
TCK-003273,2025-04-27 05:11:00,Telefone,App Mobile,Acesso e Conta,Média,Basic,CUST-02122,AGT-057,Sudeste,20,111.0,398.2,0,,1,2025-04-27,5,6,4,1440,0
TCK-003274,2025-03-17 14:56:00,Email,Relatórios,Bug / Defeito,Média,Free,CUST-01371,AGT-058,Centro-Oeste,49,165.6,1667.2,0,3.0,0,2025-03-17,14,0,3,1440,1
TCK-003275,2025-11-22 06:18:00,Chat,App Mobile,Bug / Defeito,Baixa,Basic,CUST-01260,AGT-004,Norte,35,275.6,3674.6,1,,1,2025-11-22,6,5,11,2880,1
TCK-003276,2025-05-20 06:01:00,Telefone,Plataforma Web,Faturamento,Alta,Free,CUST-00847,AGT-032,Sudeste,49,56.8,536.4,0,3.0,0,2025-05-20,6,1,5,480,1
TCK-003277,2025-07-24 20:10:00,Email,API,Dúvida / Como Fazer,Média,Basic,CUST-00082,AGT-023,Centro-Oeste,35,207.8,304.7,0,,1,2025-07-24,20,3,7,1440,0
TCK-003278,2025-12-18 19:06:00,Redes Sociais,Relatórios,Acesso e Conta,Média,Premium,CUST-01113,AGT-009,Centro-Oeste,27,98.4,342.7,0,,1,2025-12-18,19,3,12,1440,0
TCK-003279,2025-09-10 10:09:00,Chat,Relatórios,Dúvida / Como Fazer,Alta,Free,CUST-00616,AGT-021,Sudeste,44,72.0,235.9,0,4.0,0,2025-09-10,10,2,9,480,0
TCK-003280,2025-12-05 03:59:00,Chat,Relatórios,Cancelamento,Média,Premium,CUST-01285,AGT-040,Centro-Oeste,52,130.9,400.4,0,4.0,0,2025-12-05,3,4,12,1440,0
TCK-003281,2025-10-22 10:25:00,Email,App Mobile,Solicitação de Recurso,Alta,Basic,CUST-00646,AGT-023,Sul,52,70.4,1837.5,0,,1,2025-10-22,10,2,10,480,1
TCK-003282,2025-10-26 22:29:00,Telefone,API,Problema Técnico,Crítica,Enterprise,CUST-01178,AGT-065,Centro-Oeste,73,54.0,338.6,0,2.0,0,2025-10-26,22,6,10,240,1
TCK-003283,2025-09-22 07:54:00,Email,App Mobile,Dúvida / Como Fazer,Média,Basic,CUST-01738,AGT-055,Sudeste,13,95.8,143.9,0,,1,2025-09-22,7,0,9,1440,0
TCK-003284,2025-06-12 12:41:00,Email,Faturamento,Bug / Defeito,Baixa,Basic,CUST-00087,AGT-010,Norte,37,407.6,1229.2,0,,1,2025-06-12,12,3,6,2880,0
TCK-003285,2025-01-14 18:21:00,Formulário Web,Plataforma Web,Problema Técnico,Alta,Enterprise,CUST-01556,AGT-021,Centro-Oeste,67,70.1,1323.2,1,2.0,0,2025-01-14,18,1,1,480,1
TCK-003286,2025-01-15 06:35:00,Email,Faturamento,Faturamento,Baixa,Free,CUST-00743,AGT-020,Centro-Oeste,29,397.1,802.4,0,4.0,0,2025-01-15,6,2,1,2880,0
TCK-003287,2025-10-07 22:29:00,Email,API,Dúvida / Como Fazer,Média,Free,CUST-01600,AGT-058,Sul,17,163.8,250.3,0,,1,2025-10-07,22,1,10,1440,0
TCK-003288,2025-04-06 15:50:00,Email,Relatórios,Acesso e Conta,Média,Premium,CUST-01904,AGT-012,Norte,56,138.9,306.3,0,5.0,0,2025-04-06,15,6,4,1440,0
TCK-003289,2025-04-28 18:53:00,Email,Plataforma Web,Solicitação de Recurso,Baixa,Free,CUST-00165,AGT-068,Sul,46,252.0,9314.6,1,2.0,0,2025-04-28,18,0,4,2880,1
TCK-003290,2025-03-19 03:42:00,Chat,Integrações,Acesso e Conta,Média,Free,CUST-00769,AGT-010,Nordeste,19,127.8,278.7,0,4.0,0,2025-03-19,3,2,3,1440,0
TCK-003291,2025-08-29 22:56:00,Chat,Integrações,Dúvida / Como Fazer,Alta,Basic,CUST-00540,AGT-065,Sudeste,38,47.6,169.3,0,4.0,0,2025-08-29,22,4,8,480,0
TCK-003292,2025-08-23 04:05:00,Chat,Plataforma Web,Faturamento,Baixa,Free,CUST-00094,AGT-060,Centro-Oeste,17,138.4,535.4,0,,1,2025-08-23,4,5,8,2880,0
TCK-003293,2025-11-16 01:46:00,Email,API,Problema Técnico,Média,Enterprise,CUST-00778,AGT-052,Sul,55,497.0,839.2,0,5.0,0,2025-11-16,1,6,11,1440,0
TCK-003294,2025-08-13 08:25:00,Email,Faturamento,Problema Técnico,Baixa,Free,CUST-00118,AGT-045,Sudeste,22,162.6,1283.3,0,4.0,0,2025-08-13,8,2,8,2880,0
TCK-003295,2025-09-27 11:53:00,Chat,API,Bug / Defeito,Média,Enterprise,CUST-02100,AGT-045,Sudeste,63,312.1,1129.8,0,,1,2025-09-27,11,5,9,1440,0
TCK-003296,2025-01-02 08:01:00,Formulário Web,API,Problema Técnico,Alta,Basic,CUST-02308,AGT-018,Sudeste,39,72.3,1110.9,0,,1,2025-01-02,8,3,1,480,1
TCK-003297,2025-10-13 12:03:00,Redes Sociais,App Mobile,Problema Técnico,Alta,Enterprise,CUST-01371,AGT-048,Sul,50,59.0,456.8,0,,1,2025-10-13,12,0,10,480,0
TCK-003298,2025-05-30 05:38:00,Telefone,Faturamento,Bug / Defeito,Média,Basic,CUST-01785,AGT-035,Norte,0,203.6,1664.3,1,,1,2025-05-30,5,4,5,1440,1
TCK-003299,2025-03-10 19:01:00,Email,Plataforma Web,Problema Técnico,Média,Free,CUST-00840,AGT-019,Norte,35,206.3,2635.7,0,4.0,0,2025-03-10,19,0,3,1440,1
TCK-003300,2025-05-23 17:26:00,Telefone,Relatórios,Cancelamento,Média,Free,CUST-01529,AGT-023,Norte,42,124.1,518.8,0,,1,2025-05-23,17,4,5,1440,0
TCK-003301,2025-01-04 22:44:00,Email,Relatórios,Acesso e Conta,Crítica,Enterprise,CUST-02084,AGT-061,Sudeste,22,27.6,164.4,0,,1,2025-01-04,22,5,1,240,0
TCK-003302,2025-11-12 04:05:00,Formulário Web,Plataforma Web,Solicitação de Recurso,Média,Enterprise,CUST-02173,AGT-030,Sudeste,0,169.3,863.7,0,,1,2025-11-12,4,2,11,1440,0
TCK-003303,2025-09-13 06:51:00,Email,Plataforma Web,Bug / Defeito,Alta,Free,CUST-00310,AGT-002,Nordeste,18,59.4,917.2,0,2.0,0,2025-09-13,6,5,9,480,1
TCK-003304,2025-07-06 14:15:00,Email,API,Problema Técnico,Baixa,Basic,CUST-00887,AGT-057,Centro-Oeste,55,547.3,1207.3,0,4.0,0,2025-07-06,14,6,7,2880,0
TCK-003305,2025-10-15 04:39:00,Chat,App Mobile,Bug / Defeito,Crítica,Free,CUST-00117,AGT-063,Nordeste,26,36.0,482.8,0,4.0,0,2025-10-15,4,2,10,240,1
TCK-003306,2025-01-15 05:09:00,Redes Sociais,API,Problema Técnico,Média,Basic,CUST-00686,AGT-013,Centro-Oeste,39,340.5,1381.6,0,,1,2025-01-15,5,2,1,1440,0
TCK-003307,2025-06-21 07:35:00,Email,Faturamento,Solicitação de Recurso,Baixa,Premium,CUST-00720,AGT-023,Centro-Oeste,20,262.7,1957.0,0,,1,2025-06-21,7,5,6,2880,0
TCK-003308,2025-03-25 02:52:00,Redes Sociais,Faturamento,Cancelamento,Média,Enterprise,CUST-00075,AGT-064,Centro-Oeste,7,57.8,454.1,0,,1,2025-03-25,2,1,3,1440,0
TCK-003309,2025-03-17 04:10:00,Email,API,Solicitação de Recurso,Média,Basic,CUST-02122,AGT-069,Nordeste,37,167.3,1663.1,0,,1,2025-03-17,4,0,3,1440,1
TCK-003310,2025-09-26 19:13:00,Chat,Relatórios,Solicitação de Recurso,Média,Basic,CUST-01335,AGT-045,Sudeste,14,74.1,1820.0,0,,1,2025-09-26,19,4,9,1440,1
TCK-003311,2025-01-25 06:57:00,Email,App Mobile,Faturamento,Média,Enterprise,CUST-01975,AGT-025,Centro-Oeste,33,124.5,354.1,0,4.0,0,2025-01-25,6,5,1,1440,0
TCK-003312,2025-01-15 10:37:00,Telefone,Faturamento,Bug / Defeito,Baixa,Premium,CUST-01164,AGT-026,Centro-Oeste,28,170.9,1266.9,0,,1,2025-01-15,10,2,1,2880,0
TCK-003313,2025-10-08 15:00:00,Email,API,Faturamento,Alta,Basic,CUST-00831,AGT-017,Centro-Oeste,55,75.5,724.7,0,,1,2025-10-08,15,2,10,480,1
TCK-003314,2025-02-03 16:57:00,Telefone,Integrações,Solicitação de Recurso,Baixa,Premium,CUST-00083,AGT-067,Sudeste,49,136.4,3641.3,0,2.0,0,2025-02-03,16,0,2,2880,1
TCK-003315,2025-12-17 17:34:00,Telefone,App Mobile,Cancelamento,Média,Basic,CUST-01580,AGT-054,Norte,15,76.8,393.4,0,5.0,0,2025-12-17,17,2,12,1440,0
TCK-003316,2025-07-16 00:11:00,Chat,Integrações,Dúvida / Como Fazer,Baixa,Basic,CUST-01693,AGT-057,Sul,38,110.9,207.8,0,4.0,0,2025-07-16,0,2,7,2880,0
TCK-003317,2025-12-28 08:55:00,Email,Faturamento,Faturamento,Crítica,Premium,CUST-00411,AGT-038,Sul,44,38.6,269.3,0,,1,2025-12-28,8,6,12,240,1
TCK-003318,2025-03-04 08:12:00,Formulário Web,API,Faturamento,Média,Free,CUST-00365,AGT-067,Norte,0,88.5,752.5,0,,1,2025-03-04,8,1,3,1440,0
TCK-003319,2025-03-07 10:01:00,Formulário Web,App Mobile,Faturamento,Média,Enterprise,CUST-01398,AGT-060,Sudeste,41,136.9,839.1,0,,1,2025-03-07,10,4,3,1440,0
TCK-003320,2025-10-21 01:42:00,Telefone,API,Faturamento,Média,Free,CUST-01453,AGT-038,Nordeste,61,209.7,531.8,0,,1,2025-10-21,1,1,10,1440,0
TCK-003321,2025-07-20 15:07:00,Chat,App Mobile,Faturamento,Alta,Basic,CUST-00340,AGT-023,Sul,58,112.6,432.2,0,4.0,0,2025-07-20,15,6,7,480,0
TCK-003322,2025-12-14 21:20:00,Email,Relatórios,Acesso e Conta,Alta,Enterprise,CUST-01450,AGT-031,Sudeste,31,83.3,162.4,0,4.0,0,2025-12-14,21,6,12,480,0
TCK-003323,2025-02-08 14:13:00,Email,Relatórios,Problema Técnico,Média,Basic,CUST-02236,AGT-021,Sudeste,52,135.8,1056.0,1,,1,2025-02-08,14,5,2,1440,0
